[INFO ] [2021-10-24 23:52:48,546] Register 1 - Step 01: Open Register Page 
[INFO ] [2021-10-24 23:53:22,412]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:22,459]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:22,507]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:22,549]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:22,549] Add To Cart - Step 05: Verify SubTotal and Grand total
[INFO ] [2021-10-24 23:53:22,590]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:22,631]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:22,631] Add To Cart - Step 06: Click on 'Continue Shopping' link
[INFO ] [2021-10-24 23:53:23,760] Add To Cart - Step 07: Add 'iPhone' to cart
[INFO ] [2021-10-24 23:53:25,506] Add To Cart - Step 09: Verify add to cart success message
[INFO ] [2021-10-24 23:53:25,549]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:25,549] Add To Cart - Step 10: Verify Iphone details in cart
[INFO ] [2021-10-24 23:53:25,767]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:25,822]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:25,907]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:25,967]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:26,015]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:26,015] Add To Cart - Step 11: Verify Total and Grand total
[INFO ] [2021-10-24 23:53:26,060]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:26,102]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:26,102] Add To Cart - Step 12: Remove 'iPhone' from cart
[INFO ] [2021-10-24 23:53:27,622] Add To Cart - Step 13: Verify Subtotal and Grand total
[INFO ] [2021-10-24 23:53:27,672]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:27,911]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:27,916] Update Cart - Step 01: Update 'Sony Xperia' QTY to 100
[INFO ] [2021-10-24 23:53:28,169] Update Cart - Step 02: Click 'Update' button on QTY column'
[INFO ] [2021-10-24 23:53:29,679] Update Cart - Step 03: Verify Subtotal column displays '$10,000.00'
[INFO ] [2021-10-24 23:53:29,740]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:29,740] Update Cart - Step 04: Verify Cart Subtotal and Grand total
[INFO ] [2021-10-24 23:53:29,958]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:30,013]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:30,013] Update Cart - Step 05: Update 'Sony Xperia' QTY to 501
[INFO ] [2021-10-24 23:53:30,164] Update Cart - Step 06: Click 'Update' button on QTY column'
[INFO ] [2021-10-24 23:53:31,569] Update Cart - Step 07: Verify error message displays '* The maximum quantity allowed for purchase is 500.'
[INFO ] [2021-10-24 23:53:31,630]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:31,630] Update Cart - Step 08: Verify Cart Subtotal and Grand total didn't change
[INFO ] [2021-10-24 23:53:31,886]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:31,947]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:31,950] Add Discount Code - Step 01: Update 'Sony Xperia' QTY to 1
[INFO ] [2021-10-24 23:53:32,111] Add Discount Code - Step 02: Click 'Update' button on QTY column'
[INFO ] [2021-10-24 23:53:33,654] Add Discount Code - Step 03: Verify Subtotal column displays '$100.00'
[INFO ] [2021-10-24 23:53:33,700]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:33,700] Add Discount Code - Step 04: Verify Cart Subtotal and Grand total
[INFO ] [2021-10-24 23:53:33,946]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:34,003]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:34,003] Add Discount Code - Step 05: Add discount code 'GURU50'
[INFO ] [2021-10-24 23:53:34,132] Add Discount Code - Step 06: Click 'APPLY'
[INFO ] [2021-10-24 23:53:35,453] Add Discount Code - Step 07: Verify discount added to cart
[INFO ] [2021-10-24 23:53:35,500]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:35,719]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:35,719] Add Discount Code - Step 08: Verify Cart Subtotal and Grand total
[INFO ] [2021-10-24 23:53:35,763]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:35,763] Add Discount Code - Step 09: Empty cart
[INFO ] [2021-10-24 23:53:36,835] Add Discount Code - Step 10: Verify Cart is empty
[INFO ] [2021-10-24 23:53:36,883]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:37,096]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-24 23:53:37,096] Add Discount Code - Step 11: Click 'here' to continue shopping
[INFO ] [2021-10-24 23:53:37,833] OS name = mac os x
[INFO ] [2021-10-24 23:53:37,986] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-10-25 00:17:26,138] Register 1 - Step 01: Open Register Page 
[INFO ] [2021-10-25 00:17:27,681] Register 1 - Step 02: Click Register button 
[INFO ] [2021-10-25 00:17:27,985] Register 1 - Step 03: Verify Error Message on required fields 
[INFO ] [2021-10-25 00:17:28,134]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:28,343]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:28,418]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:28,527]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:28,634]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:28,908] Register 2 - Step 01: Reload Register Page 
[INFO ] [2021-10-25 00:17:28,908] Register 2 - Step 02: Input in Firstname field with value Automation
[INFO ] [2021-10-25 00:17:29,145] Register 2 - Step 03: Input in Lastname field with value FC
[INFO ] [2021-10-25 00:17:29,263] Register 2 - Step 04: Input in Email Address field with value 'AutomationFC@gmail'
[INFO ] [2021-10-25 00:17:29,407] Register 2 - Step 05: Input in Password field with value '123'
[INFO ] [2021-10-25 00:17:29,526] Register 2 - Step 06: Input in Confirm Password field with value '123'
[INFO ] [2021-10-25 00:17:29,644] Register 2 - Step 07: Click on Register button
[INFO ] [2021-10-25 00:17:29,723] Register 2 - Step 08: Verify error message displays at Email Address field
[INFO ] [2021-10-25 00:17:29,804]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:29,804] Register 2 - Step 09: Verify error message displays at Password field
[INFO ] [2021-10-25 00:17:29,882]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:29,891] Register 3 - Step 01: Reload Register Page 
[INFO ] [2021-10-25 00:17:29,891] Register 3 - Step 02: Input in Firstname field with value Automation
[INFO ] [2021-10-25 00:17:30,050] Register 3 - Step 03: Input in Lastname field with value FC
[INFO ] [2021-10-25 00:17:30,168] Register 3 - Step 04: Input in Email Address field with value automationFC434573@xyz.com
[INFO ] [2021-10-25 00:17:30,342] Register 3 - Step 05: Input in Password field with value 123123
[INFO ] [2021-10-25 00:17:30,489] Register 3 - Step 06: Input in Confirm Password field with value 123123968558
[INFO ] [2021-10-25 00:17:30,645] Register 3 - Step 07: Click on Register button
[INFO ] [2021-10-25 00:17:30,760] Register 3 - Step 08: Verify error message displays at Confirm Password field
[INFO ] [2021-10-25 00:17:30,820]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:30,827] Register 4 - Step 01: Reload Register Page 
[INFO ] [2021-10-25 00:17:30,827] Register 4 - Step 02: Input in Firstname field with value Automation
[INFO ] [2021-10-25 00:17:30,984] Register 4 - Step 03: Input in Lastname field with value FC
[INFO ] [2021-10-25 00:17:31,088] Register 4 - Step 04: Input in Email Address field with value automationFC434573@xyz.com
[INFO ] [2021-10-25 00:17:31,275] Register 4 - Step 05: Input in Password field with value 123123
[INFO ] [2021-10-25 00:17:31,417] Register 4 - Step 06: Input in Confirm Password field with value 123123
[INFO ] [2021-10-25 00:17:31,532] Register 4 - Step 06: Select Signup for Newsletter checkbox
[INFO ] [2021-10-25 00:17:31,658] Register 4 - Step 08: Click on Register button
[INFO ] [2021-10-25 00:17:33,245] Register 4 - Step 09: Verify Success message displays on My Dashboard page
[INFO ] [2021-10-25 00:17:33,495]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:33,501] OS name = mac os x
[INFO ] [2021-10-25 00:17:33,727] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-10-25 00:17:36,947] Pre-condition - Step 01: Click on Account menu
[INFO ] [2021-10-25 00:17:37,046] Pre-condition - Step 02: Open Log In Page from Account menu
[INFO ] [2021-10-25 00:17:37,994] Login 1 - Step 01: Click on Login button
[INFO ] [2021-10-25 00:17:38,229] Login 1 - Step 02: Verify required error message displays at Email Address field
[INFO ] [2021-10-25 00:17:38,300]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:38,300] Login 1 - Step 03: Verify required error message displays at Password field
[INFO ] [2021-10-25 00:17:38,337]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:38,342] Login 2 - Step 01: Input Email Address textbox with value gmlogin123@gmail.com
[INFO ] [2021-10-25 00:17:38,539] Login 2 - Step 02: Input Password textbox with value '123'
[INFO ] [2021-10-25 00:17:38,669] Login 3 - Step 03: Click on Login button
[INFO ] [2021-10-25 00:17:38,755] Login 2 - Step 04: Verify validation error message displayes at Password field
[INFO ] [2021-10-25 00:17:38,787]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:38,794] Login 3 - Step 01: Input Email Address Textbox with value 'gmlogin123@gmail'
[INFO ] [2021-10-25 00:17:38,952] Login 3 - Step 02: Input Password Textbox with value 123123
[INFO ] [2021-10-25 00:17:39,076] Login 3 - Step 03: Click on Login button
[INFO ] [2021-10-25 00:17:39,169] Login 3 - Step 04: Verify validation error message displays at Email Adress field
[INFO ] [2021-10-25 00:17:39,206]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:39,210] Login 4 - Step 01: Input Email Address Textbox with value gmlogin123@gmail.com791454
[INFO ] [2021-10-25 00:17:39,374] Login 4 - Step 02: Input Password Textbox with value 12312324921
[INFO ] [2021-10-25 00:17:39,501] Login 4 - Step 03: Click on Login button
[INFO ] [2021-10-25 00:17:40,832] Login 4 - Step 04: Verify error message displays under page title
[INFO ] [2021-10-25 00:17:40,857]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:40,862] Login 5 - Step 01: Input Email Address Textbox with value gmlogin123@gmail.com
[INFO ] [2021-10-25 00:17:41,255] Login 5 - Step 02: Input Password Textbox with value 123123
[INFO ] [2021-10-25 00:17:41,405] Login 5 - Step 03: Click on Login button
[INFO ] [2021-10-25 00:17:43,309] Login 5 - Step 04: Verify My Dashboard page title displays
[INFO ] [2021-10-25 00:17:43,565]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:43,565] Login 5 - Step 05: Verify Welcome Message displays
[INFO ] [2021-10-25 00:17:43,598]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:17:43,600] OS name = mac os x
[INFO ] [2021-10-25 00:17:43,772] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-10-25 00:17:56,907] Price Display - Step 01: Click on 'Mobile' menu
[INFO ] [2021-10-25 00:17:58,046] Price Display - Step 02: Get price of 'Sony Xperia' mobile
[INFO ] [2021-10-25 00:17:58,075] Price Display - Step 03: Click on 'Sony Xperia' detail
[INFO ] [2021-10-25 00:18:00,319] Price Display - Step 04: Get price of 'Sony Xperia' on Detail page
[INFO ] [2021-10-25 00:18:00,347] Price Display - Step 05: Verify Price of 'Sony Xperia' in Product page & Detail page are equal
[INFO ] [2021-10-25 00:18:00,362]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:00,364] OS name = mac os x
[INFO ] [2021-10-25 00:18:00,538] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-10-25 00:18:03,400] Add To Cart - Step 01: Click on 'Mobile' menu link
[INFO ] [2021-10-25 00:18:04,784] Add To Cart - Step 02: Add 'Sony Xperia' to cart
[INFO ] [2021-10-25 00:18:06,775] Add To Cart - Step 03: Verify add to cart success message
[INFO ] [2021-10-25 00:18:06,822]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:06,823] Add To Cart - Step 04: Verify Sony Xperia details displayed in cart
[INFO ] [2021-10-25 00:18:07,020]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:07,076]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:07,133]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:07,176]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:07,217]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:07,217] Add To Cart - Step 05: Verify SubTotal and Grand total
[INFO ] [2021-10-25 00:18:07,258]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:07,300]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:07,300] Add To Cart - Step 06: Click on 'Continue Shopping' link
[INFO ] [2021-10-25 00:18:08,149] Add To Cart - Step 07: Add 'iPhone' to cart
[INFO ] [2021-10-25 00:18:09,974] Add To Cart - Step 09: Verify add to cart success message
[INFO ] [2021-10-25 00:18:10,022]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,022] Add To Cart - Step 10: Verify Iphone details in cart
[INFO ] [2021-10-25 00:18:10,254]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,329]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,385]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,435]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,481]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,481] Add To Cart - Step 11: Verify Total and Grand total
[INFO ] [2021-10-25 00:18:10,539]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,578]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:10,578] Add To Cart - Step 12: Remove 'iPhone' from cart
[INFO ] [2021-10-25 00:18:12,454] Add To Cart - Step 13: Verify Subtotal and Grand total
[INFO ] [2021-10-25 00:18:12,501]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:12,708]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:12,713] Update Cart - Step 01: Update 'Sony Xperia' QTY to 100
[INFO ] [2021-10-25 00:18:12,958] Update Cart - Step 02: Click 'Update' button on QTY column'
[INFO ] [2021-10-25 00:18:14,280] Update Cart - Step 03: Verify Subtotal column displays '$10,000.00'
[INFO ] [2021-10-25 00:18:14,326]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:14,326] Update Cart - Step 04: Verify Cart Subtotal and Grand total
[INFO ] [2021-10-25 00:18:14,534]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:14,588]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:14,588] Update Cart - Step 05: Update 'Sony Xperia' QTY to 501
[INFO ] [2021-10-25 00:18:14,720] Update Cart - Step 06: Click 'Update' button on QTY column'
[INFO ] [2021-10-25 00:18:16,145] Update Cart - Step 07: Verify error message displays '* The maximum quantity allowed for purchase is 500.'
[INFO ] [2021-10-25 00:18:16,392]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:16,392] Update Cart - Step 08: Verify Cart Subtotal and Grand total didn't change
[INFO ] [2021-10-25 00:18:16,443]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:16,495]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:16,499] Add Discount Code - Step 01: Update 'Sony Xperia' QTY to 1
[INFO ] [2021-10-25 00:18:16,626] Add Discount Code - Step 02: Click 'Update' button on QTY column'
[INFO ] [2021-10-25 00:18:17,960] Add Discount Code - Step 03: Verify Subtotal column displays '$100.00'
[INFO ] [2021-10-25 00:18:18,004]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:18,004] Add Discount Code - Step 04: Verify Cart Subtotal and Grand total
[INFO ] [2021-10-25 00:18:18,218]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:18,269]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:18,270] Add Discount Code - Step 05: Add discount code 'GURU50'
[INFO ] [2021-10-25 00:18:18,419] Add Discount Code - Step 06: Click 'APPLY'
[INFO ] [2021-10-25 00:18:19,663] Add Discount Code - Step 07: Verify discount added to cart
[INFO ] [2021-10-25 00:18:19,710]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:19,914]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:19,914] Add Discount Code - Step 08: Verify Cart Subtotal and Grand total
[INFO ] [2021-10-25 00:18:19,961]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:19,961] Add Discount Code - Step 09: Empty cart
[INFO ] [2021-10-25 00:18:21,202] Add Discount Code - Step 10: Verify Cart is empty
[INFO ] [2021-10-25 00:18:21,245]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:21,449]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:21,449] Add Discount Code - Step 11: Click 'here' to continue shopping
[INFO ] [2021-10-25 00:18:22,179] OS name = mac os x
[INFO ] [2021-10-25 00:18:22,368] ---------- QUIT BROWSER SUCCESS ----------
[INFO ] [2021-10-25 00:18:26,650] Register 1 - Step 01: Open Register Page 
[INFO ] [2021-10-25 00:18:27,713] Register 1 - Step 02: Click Register button 
[INFO ] [2021-10-25 00:18:27,997] Register 1 - Step 03: Verify Error Message on required fields 
[INFO ] [2021-10-25 00:18:28,077]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:28,294]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:28,365]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:28,429]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:28,493]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:28,496] Register 2 - Step 01: Reload Register Page 
[INFO ] [2021-10-25 00:18:28,497] Register 2 - Step 02: Input in Firstname field with value Automation
[INFO ] [2021-10-25 00:18:28,699] Register 2 - Step 03: Input in Lastname field with value FC
[INFO ] [2021-10-25 00:18:28,829] Register 2 - Step 04: Input in Email Address field with value 'AutomationFC@gmail'
[INFO ] [2021-10-25 00:18:29,002] Register 2 - Step 05: Input in Password field with value '123'
[INFO ] [2021-10-25 00:18:29,142] Register 2 - Step 06: Input in Confirm Password field with value '123'
[INFO ] [2021-10-25 00:18:29,246] Register 2 - Step 07: Click on Register button
[INFO ] [2021-10-25 00:18:29,332] Register 2 - Step 08: Verify error message displays at Email Address field
[INFO ] [2021-10-25 00:18:29,421]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:29,421] Register 2 - Step 09: Verify error message displays at Password field
[INFO ] [2021-10-25 00:18:29,475]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-10-25 00:18:29,480] Register 3 - Step 01: Reload Register Page 
[INFO ] [2021-10-25 00:18:29,480] Register 3 - Step 02: Input in Firstname field with value Automation
[INFO ] [2021-10-25 00:18:29,619] Register 3 - Step 03: Input in Lastname field with value FC
